na_acc,na_loss,rt_loss,log,id,backbone
0.8168725117165511,0.5907617312403063,0.705836806821645,BPI17,n1vipbjr,qwen25-05b
0.8243229495187906,0.5186986034037638,0.5992569305399017,BPI17,n1vipbjr,qwen25-05b
0.848949749391282,0.47946478213643356,0.613432922811914,BPI17,n1vipbjr,qwen25-05b
0.8476746630855733,0.4575016035492794,0.6433779358626933,BPI17,n1vipbjr,qwen25-05b
0.8534600280790282,0.4295669930844135,0.5953987284528317,BPI17,n1vipbjr,qwen25-05b
0.8591063544061692,0.4202143272713324,0.5932077974487928,BPI17,n1vipbjr,qwen25-05b
0.8593539110559478,0.4071194593911949,0.6070683359175651,BPI17,n1vipbjr,qwen25-05b
0.8585739380497962,0.3992859586342523,0.6063444505858239,BPI17,n1vipbjr,qwen25-05b
0.8524392807970645,0.4202918262378069,0.5955661322953274,BPI17,n1vipbjr,qwen25-05b
0.8605374353131083,0.40900425110157196,0.653787148512949,BPI17,n1vipbjr,qwen25-05b
0.8619854721549637,0.39405326793586126,0.6187030560856741,BPI17,n1vipbjr,qwen25-05b
0.8636607185246981,0.38410222285625384,0.6250654017829614,BPI17,n1vipbjr,qwen25-05b
,,,BPI17,n1vipbjr,qwen25-05b
0.5481188118811882,1.706763401031494,1.304705990328647,BPI20PrepaidTravelCosts,6hxohj48,llama32-1b
